全学共通系科目　一般情報処理科目,授業科目,単位数(必修),選択(単位数),自由(単位数),開設年次及び学期,対象学部,備考
一般情報処理科目, 情報活用基礎,2,0,0,1年・前期,全学部,情報科学部は第一ターム(前期)に行います。
